Unnamed: 0,Unnamed: 0.1,id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author,lda_cluster
453,453,1205887390688014336,2019-12-14 16:28:52+00:00,"Thank you, Rep. @ConorLambPA, for your dedication to the health and wellness of your constituents in #PA17 and of families throughout America. Your work is helping us to keep our promise to #LowerDrugCosts #ForThePeople.",thank Rep. @ConorLambPA dedication health wellness constituent PA17 family America work help promise lowerdrugcost ForThePeople,140,#PA17 #LowerDrugCosts #ForThePeople,@ConorLambPA,TeamPelosi,4
454,454,1205882055076253698,2019-12-14 16:07:40+00:00,"Thank you, Rep. @CartwrightPA, for helping us to keep our promise #ForThePeople to #LowerDrugCosts so your constituents in #PA08 and Americans across our country can afford the medicines they need to live. Together, we are building a healthier and more secure future for families.",thank Rep. @CartwrightPA help promise ForThePeople lowerdrugcost constituent PA08 Americans country afford medicine need live build healthy secure future family,85,#ForThePeople #LowerDrugCosts #PA08,@CartwrightPA,TeamPelosi,6
455,455,1205841056887197696,2019-12-14 13:24:46+00:00,"America's workers are the backbone of our democracy. From fighting for living wages for 33 million Americans, including nearly 21 million women, to protecting our Dreamers & more, our progress continues. @SEIU, it's an honor to earn your strong support. -NP #CA12",America worker backbone democracy fight live wage million Americans include nearly million woman protect Dreamers progress continue @SEIU honor earn strong support CA12,196,#CA12,@SEIU,TeamPelosi,6
456,456,1205583054154162178,2019-12-13 20:19:33+00:00,"Thank you, Rep. @wildforcongress, for your commitment to work #ForThePeople and to make #LowerDrugCosts a reality for your constituents in #PA07 and for families across America struggling to afford vital prescription medicines.",thank Rep. @wildforcongress commitment work ForThePeople lowerdrugcost reality constituent PA07 family America struggle afford vital prescription medicine,99,#ForThePeople #LowerDrugCosts #PA07,@wildforcongress,TeamPelosi,6
457,457,1205579444045406208,2019-12-13 20:05:12+00:00,"Thank you, Rep. @HornForCongress, for working to #LowerDrugCosts for families throughout #OK05 and across our country who are currently burdened by the high cost of prescription medicines they need to live. Working together, we are making a difference for them.",thank Rep. @HornForCongress work lowerdrugcost family OK05 country currently burden high cost prescription medicine need live work make difference,72,#LowerDrugCosts #OK05,@HornForCongress,TeamPelosi,6
458,458,1205573709068673024,2019-12-13 19:42:25+00:00,"Thank you, Rep. @ABrindisiNY, for your work to #LowerDrugCosts and focus on solutions for the everyday struggles and concerns of working families in #NY22 and throughout our country.",thank Rep. @ABrindisiNY work lowerdrugcost focus solution everyday struggle concern work family NY22 country,74,#LowerDrugCosts #NY22,@ABrindisiNY,TeamPelosi,6
459,459,1205565574987886592,2019-12-13 19:10:06+00:00,"Thank you, @DelgadoforNY19, for your work to #LowerDrugCosts on behalf of #NY19 and American families struggling to afford vital prescription drugs. You are a powerful advocate for your constituents and everyone navigating concerns that uniquely impact our rural communities.",thank @DelgadoforNY19 work lowerdrugcost behalf NY19 american family struggle afford vital prescription drug powerful advocate constituent navigate concern uniquely impact rural community,95,#LowerDrugCosts #NY19,@DelgadoforNY19,TeamPelosi,6
460,460,1205560645036494848,2019-12-13 18:50:30+00:00,"Thank you, Rep. @MaxRose4NY, for your work in delivering on our promise #ForThePeople to #LowerDrugCosts for everyone in America. Your commitment to addressing the kitchen table concerns of your constituents in #NY11 and of our veterans is a resource that benefits us all.",thank Rep. @MaxRose4NY work deliver promise ForThePeople lowerdrugcost America commitment address kitchen table concern constituent NY11 veteran resource benefit,81,#ForThePeople #LowerDrugCosts #NY11,@MaxRose4NY,TeamPelosi,6
461,461,1205556894615646209,2019-12-13 18:35:36+00:00,"Thank you, Rep. @StevenHorsford, on behalf of your constituents of #NV04 and families throughout our country for your commitment to #LowerDrugCosts and to #ProtectOurCare as a top policy priority.",thank Rep. @StevenHorsford behalf constituent NV04 family country commitment lowerdrugcost ProtectOurCare policy priority,76,#NV04 #LowerDrugCosts #ProtectOurCare,@StevenHorsford,TeamPelosi,4
462,462,1205553358670639104,2019-12-13 18:21:33+00:00,"Thank you, Rep. @SusieLeeNV, for your commitment to #LowerDrugCosts for your constituents in #NV03 and for all Americans. Your advocacy on behalf of families working to make ends meet is making a difference #ForThePeople.",thank Rep. @SusieLeeNV commitment lowerdrugcost constituent NV03 Americans advocacy behalf family work end meet make difference ForThePeople,81,#LowerDrugCosts #NV03 #ForThePeople,@SusieLeeNV,TeamPelosi,4
463,463,1205548837835812871,2019-12-13 18:03:35+00:00,"Thank you, Rep. @XochforCongress, for working to #LowerDrugCosts for your constituents in #NM02 and for families throughout our country. Your dedication to the priorities of hard working families in your district helps us on a path to a more secure future for all Americans.",thank Rep. @XochforCongress work lowerdrugcost constituent NM02 family country dedication priority hard work family district help path secure future Americans,65,#LowerDrugCosts #NM02,@XochforCongress,TeamPelosi,6
464,464,1205537862294409222,2019-12-13 17:19:58+00:00,"Thank you, Rep. @MikieSherrill, for working to ensure the wellness and security of all families throughout #NJ11 and across America. Your hard work to #LowerDrugCosts is helping us to deliver on this top priority for our country.",thank Rep. @MikieSherrill work ensure wellness security family NJ11 America hard work lowerdrugcost help deliver priority country,63,#NJ11 #LowerDrugCosts,@MikieSherrill,TeamPelosi,6
465,465,1205533343305158658,2019-12-13 17:02:01+00:00,"Thank you, Rep. @Malinowski, for your advocacy and work to #LowerDrugCosts for everyone in America and to #ProtectOurCare. Thank you for your dedication to the wellness and security of your constituents in #NJ07 and of all Americans as well.",thank Rep. @Malinowski advocacy work lowerdrugcost America protectourcare thank dedication wellness security constituent NJ07 Americans,68,#LowerDrugCosts #ProtectOurCare #NJ07,@Malinowski,TeamPelosi,4
466,466,1205527489310842880,2019-12-13 16:38:45+00:00,"Thank you, Rep. @JoshGottheimer, for your commitment to making prescription drugs more affordable for your constituents in #NJ05 and for everyone struggling to afford them throughout out country. Together we are creating more health and economic security #ForThePeople.",thank Rep. @joshgottheimer commitment make prescription drug affordable constituent NJ05 struggle afford country create health economic security ForThePeople,68,#NJ05 #ForThePeople,@JoshGottheimer,TeamPelosi,6
467,467,1205520196603170817,2019-12-13 16:09:47+00:00,"Thank you, Rep. @AndyKimNJ, for your leadership and work to #ProtectOurCare on behalf of #NJ03 and all Americans. Your work made it possible for us to take this transformative action to #LowerDrugCosts for everyone struggling to afford the high cost of prescription drugs.",thank Rep. @AndyKimNJ leadership work protectourcare behalf NJ03 Americans work possible transformative action lowerdrugcost struggle afford high cost prescription drug,101,#ProtectOurCare #NJ03 #LowerDrugCosts,@AndyKimNJ,TeamPelosi,6
468,468,1205511619780005888,2019-12-13 15:35:42+00:00,"Thank you, Rep. @ChrisPappasNH, for being steadfast in your commitment to #LowerDrugCosts and to #ProtectOurCare for your constituents in #NH01 and for all families struggling with health care challenges throughout our country.",thank Rep. @ChrisPappasNH steadfast commitment lowerdrugcost protectourcare constituent NH01 family struggle health care challenge country,84,#LowerDrugCosts #ProtectOurCare #NH01,@ChrisPappasNH,TeamPelosi,6
469,469,1205498116788633609,2019-12-13 14:42:02+00:00,"Thank you, Rep. @AngieCraigMN, for working to deliver on our promise of #LowerDrugCosts #ForThePeople. Your efforts on this issue and on the economic security of America’s workers in a fast-changing global marketplace will benefit working families in #MN02 &amp; across our country.",thank Rep. @AngieCraigMN work deliver promise lowerdrugcost ForThePeople effort issue economic security America worker fast change global marketplace benefit work family MN02 country,63,#LowerDrugCosts #ForThePeople #MN02,@AngieCraigMN,TeamPelosi,6
470,470,1205345831664201728,2019-12-13 04:36:55+00:00,"Thank you, Rep. @HaleyLive, for your work in delivering on our promise #ForThePeople to #LowerDrugCosts. Your leadership among your peers and policy focus in the House are a great benefit to your constituents in #MI11 and to all working families in America.",thank Rep. @HaleyLive work deliver promise ForThePeople lowerdrugcost leadership peer policy focus House great benefit constituent MI11 work family America,115,#ForThePeople #LowerDrugCosts #MI11,@HaleyLive,TeamPelosi,6
471,471,1205341918433030145,2019-12-13 04:21:22+00:00,"Thank you, Rep. @ElissaSlotkin, for your hard work to #LowerDrugCosts that are burdening America’s working families. Your commitment and leadership on finding solutions to America’s kitchen table concerns make a big difference for #MI08 and for our country.",thank Rep. @ElissaSlotkin hard work lowerdrugcost burden America work family commitment leadership find solution America kitchen table concern difference MI08 country,93,#LowerDrugCosts #MI08,@ElissaSlotkin,TeamPelosi,6
472,472,1205337900361101312,2019-12-13 04:05:24+00:00,"Thank you, Rep. @golden4congress, for working to keep our promise #ForThePeople to #LowerDrugCosts that burden working families in #ME02 and throughout our country. In your representation, your constituents have a strong voice and advocate.",thank Rep. @golden4congress work promise ForThePeople lowerdrugcost burden work family ME02 country representation constituent strong voice advocate,74,#ForThePeople #LowerDrugCosts #ME02,@golden4congress,TeamPelosi,6
473,473,1205329753202470912,2019-12-13 03:33:01+00:00,"Thank you, Rep. @sharicedavids, for working to #LowerDrugCosts and reduce the burden on families in #KS03 and throughout America from high prescription costs. Your commitment to connecting with your constituents for solutions to kitchen table concerns is making a difference.",thank Rep. @sharicedavid work lowerdrugcost reduce burden family KS03 America high prescription cost commitment connect constituent solution kitchen table concern make difference,136,#LowerDrugCosts #KS03,@sharicedavids,TeamPelosi,6
474,474,1205324615783989251,2019-12-13 03:12:36+00:00,"Thank you, Rep. @LaurenUnderwood, for your dedication to #ProtectOurCare and to #LowerDrugCosts for those counting on you in #IL14 and throughout our country. Your unique insights on health care matters as provider, patient, and health care advocate are invaluable to our work.",thank Rep. @LaurenUnderwood dedication protectourcare lowerdrugcost count IL14 country unique insight health care matter provider patient health care advocate invaluable work,128,#ProtectOurCare #LowerDrugCosts #IL14,@LaurenUnderwood,TeamPelosi,6
475,475,1205317993321947136,2019-12-13 02:46:17+00:00,"Thank you, Rep. @SeanCasten, on behalf of your constituents in #IL06 and all families in America counting on our work to #LowerDrugCosts. Your dedication to serving their needs and to finding solutions for our great challenges, including the climate crisis, makes a difference.",thank Rep. @seancasten behalf constituent IL06 family America count work lowerdrugcost dedication serve need find solution great challenge include climate crisis make difference,119,#IL06 #LowerDrugCosts,@SeanCasten,TeamPelosi,4
476,476,1205311436563587072,2019-12-13 02:20:14+00:00,"Thank you, Rep. @Axne4Congress, for working to #ProtectOurCare and helping us to deliver on our promise #ForThePeople to #LowerDrugCosts that are burdening working families in #IA03 and throughout our country. Help is on the way!",thank Rep. @Axne4Congress work protectourcare help deliver promise ForThePeople lowerdrugcost burden work family IA03 country help,70,#ProtectOurCare #ForThePeople #LowerDrugCosts #IA03,@Axne4Congress,TeamPelosi,6
477,477,1205306830219554819,2019-12-13 02:01:56+00:00,"On behalf of your constituents in #IA01 &amp; everyone in America counting on our success, thanks Rep. Finkenauer @Abby4Iowa for working to make #LowerDrugCosts a reality. Your insights on solutions to challenges facing your district &amp; communities across America are a great resource.",behalf constituent IA01 America count success thank Rep. Finkenauer @abby4iowa work lowerdrugcost reality insight solution challenge face district community America great resource,96,#IA01 #LowerDrugCosts,@Abby4Iowa,TeamPelosi,6
478,478,1205300978142056448,2019-12-13 01:38:41+00:00,"Thank you, Rep. @lucymcbath, on behalf of families in #GA06 and all across America. Your heartfelt and tireless dedication and advocacy for the safety and wellness of America’s children – from your work to #EndGunViolence to this victory to #LowerDrugCosts – inspire us all.",thank Rep. @lucymcbath behalf family GA06 America heartfelt tireless dedication advocacy safety wellness America child work endgunviolence victory lowerdrugcost inspire,148,#GA06 #EndGunViolence #LowerDrugCosts,@lucymcbath,TeamPelosi,4
479,479,1205296523405385729,2019-12-13 01:20:59+00:00,"On behalf of #FL26 and all working families throughout America, thank you Rep. @DebbieforFL, for your work on delivering on the promise to #ProtectOurCare and to #LowerDrugCosts. Your commitment to the health and wellbeing of all Americans is a great resource for our country.",behalf FL26 work family America thank Rep. @DebbieforFL work deliver promise protectourcare lowerdrugcost commitment health wellbeing Americans great resource country,131,#FL26 #ProtectOurCare #LowerDrugCosts,@DebbieforFL,TeamPelosi,6
480,480,1205291798702305281,2019-12-13 01:02:12+00:00,"Thank you, Rep. @JahanaHayesCT, for working to #ProtectOurCare and to #LowerDrugCosts for all Americans. Your constituents in #CT05 and families across our country are the beneficiaries of your commitment to the health and wellness of America’s children and families.",thank Rep. @JahanaHayesCT work protectourcare lowerdrugcost Americans constituent CT05 family country beneficiary commitment health wellness America child family,86,#ProtectOurCare #LowerDrugCosts #CT05,@JahanaHayesCT,TeamPelosi,4
481,481,1205287979989815299,2019-12-13 00:47:02+00:00,"Thank you, Rep. @JasonCrowCO6, for your work to #LowerDrugCosts for your constituents in #CO06 and for all families in America facing the burden of affording prescription medicines they need. Your work on key issues for working families and your advocacy for our veterans matter.",thank Rep. @jasoncrowco6 work lowerdrugcost constituent CO06 family America face burden afford prescription medicine need work issue work family advocacy veteran matter,68,#LowerDrugCosts #CO06,@JasonCrowCO6,TeamPelosi,6
482,482,1205283805512249344,2019-12-13 00:30:26+00:00,"Thank you, @MikeLevinCA, for helping us to keep our promise to #LowerDrugCosts and #ProtectOurCare for everyone in America. From health care to working on solutions to tackle our climate crisis, #CA49 and our country benefit from your vision and hard work #ForThePeople.",thank @MikeLevinCA help promise lowerdrugcost protectourcare America health care work solution tackle climate crisis CA49 country benefit vision hard work ForThePeople,103,#LowerDrugCosts #ProtectOurCare #CA49 #ForThePeople,<UNK>,TeamPelosi,6
483,483,1205280393211076610,2019-12-13 00:16:53+00:00,"Thank you, @HarleyRouda, for your work on behalf of your constituents of #CA48 and all Americans who looked to us to deliver on our promise to #ProtectOurCare and to #LowerDrugCosts that are burdening families throughout our country.",thank @harleyrouda work behalf constituent CA48 Americans look deliver promise protectourcare lowerdrugcost burden family country,120,#CA48 #ProtectOurCare #LowerDrugCosts,@HarleyRouda,TeamPelosi,4
484,484,1205276108964413440,2019-12-12 23:59:51+00:00,"Thank you, Rep. @katieporteroc, for your work to #LowerDrugCosts for everyone in #CA45 and across America. Your focus on issues families grapple with across the kitchen table has made a great difference in our work #ForThePeople.",thank Rep. @katieporteroc work lowerdrugcost CA45 America focus issue family grapple kitchen table great difference work ForThePeople,164,#LowerDrugCosts #CA45 #ForThePeople,@katieporteroc,TeamPelosi,4
485,485,1205272411026923525,2019-12-12 23:45:10+00:00,"Thank you, @GilCisnerosCA, for helping us to make good on our promise to #LowerDrugCosts for everyone in America. Your dedication to #CA39 and unshakable commitment to serving those who have served America, our veterans, are a great benefit to our work.",thank @gilcisnerosca help good promise lowerdrugcost America dedication CA39 unshakable commitment serve serve America veteran great benefit work,97,#LowerDrugCosts #CA39,@GilCisnerosCA,TeamPelosi,4
486,486,1205268604381519873,2019-12-12 23:30:02+00:00,"Thank you, Rep. @TJCoxCongress, for your work on behalf of #CA21 and all families throughout our country counting on us to deliver #LowerDrugCosts and effective solutions to their struggles in making a secure and prosperous future a reality for themselves and future generations.",thank Rep. @TJCoxCongress work behalf CA21 family country count deliver lowerdrugcost effective solution struggle make secure prosperous future reality future generation,67,#CA21 #LowerDrugCosts,@TJCoxCongress,TeamPelosi,6
487,487,1205238972848447488,2019-12-12 21:32:18+00:00,"On behalf of your constituents in #CA10 and all Americans struggling to afford their vitals medicines, thank you Rep. @JoshHarder for helping us to deliver on our promise to #LowerDrugsCosts #ForThePeople.",behalf constituent CA10 Americans struggle afford vital medicine thank Rep. @joshharder help deliver promise lowerdrugscost ForThePeople,94,#CA10 #LowerDrugsCosts #ForThePeople,@JoshHarder,TeamPelosi,6
488,488,1205233330293215235,2019-12-12 21:09:52+00:00,"Thanks Rep. @TomOHalleran, on behalf of your constituents in #AZ01 and all working families in America. Your commitment and hard work is helping to #LowerDrugCosts for everyone struggling to afford the medicines they need to live.",thank Rep. @TomOHalleran behalf constituent AZ01 work family America commitment hard work help lowerdrugcost struggle afford medicine need live,122,#AZ01 #LowerDrugCosts,@TomOHalleran,TeamPelosi,6
489,489,1205222861075554304,2019-12-12 20:28:16+00:00,BREAKING: House Republicans chose to keep prescription drug prices soaring — siding with big drug corporations and forcing Americans to continue paying astronomical prices. #LowerDrugCosts,breaking House Republicans choose prescription drug price soar side drug corporation force Americans continue pay astronomical price lowerdrugcost,9534,#LowerDrugCosts,<UNK>,TeamPelosi,3
490,490,1205175129338195969,2019-12-12 17:18:36+00:00,No one in the United States should go without the critical medication they need because they simply can't afford it. That's why we are taking action. #LowerDrugCosts,United States critical medication need simply afford take action lowerdrugcost,181,#LowerDrugCosts,<UNK>,TeamPelosi,3
491,491,1205140341780877314,2019-12-12 15:00:22+00:00,Big drug corporations are spending millions lying about our plan to #LowerDrugCosts. They're hoping fear will allow them to continue ripping off Americans and keep drug prices at unaffordable levels.,drug corporation spend million lie plan lowerdrugcost hope fear allow continue rip Americans drug price unaffordable level,147,#LowerDrugCosts,<UNK>,TeamPelosi,3
492,492,1205134817005883393,2019-12-12 14:38:25+00:00,"At the moment, Medicare is banned from negotiating with big drug corporations to lower drug prices for every American. We want to lift that ban and give Medicare the power to negotiate for lower prices that we deserve. #LowerDrugCosts",moment Medicare ban negotiate drug corporation low drug price American want lift Medicare power negotiate low price deserve lowerdrugcost,274,#LowerDrugCosts,<UNK>,TeamPelosi,6
493,493,1205101459928502273,2019-12-12 12:25:52+00:00,Our children and our families shouldn't have to reduce a dose or skip out on a life-saving prescription medication because of cost. It's time to #LowerDrugCosts now!,child family reduce dose skip life save prescription medication cost time lowerdrugcost,739,#LowerDrugCosts,<UNK>,TeamPelosi,3
494,494,1204824640276877312,2019-12-11 18:05:53+00:00,Drug prices matter. Families should not have to choose between paying rent or buying their prescription medications that have become ridiculously unaffordable. That's why Speaker Pelosi and House Democrats are taking significant action to #LowerDrugCosts.,drug price matter family choose pay rent buy prescription medication ridiculously unaffordable Speaker Pelosi House Democrats take significant action lowerdrugcost,175,#LowerDrugCosts,<UNK>,TeamPelosi,3
495,495,1204816207850983424,2019-12-11 17:32:23+00:00,💯,hundred_points,135,<UNK>,<UNK>,TeamPelosi,0
496,496,1204782710268530693,2019-12-11 15:19:16+00:00,Big drug corporations charge Americans more than what they charge people in other countries for the *same* prescription medications. This isn't right. It's time to #LowerDrugCosts now!,drug corporation charge Americans charge people country prescription medication right time lowerdrugcost,732,#LowerDrugCosts,<UNK>,TeamPelosi,3
497,497,1204597439895949312,2019-12-11 03:03:04+00:00,People across our country are having trouble paying for their prescription drug medications. It *doesn't and it shouldn't* have to be this way. That's why House Democrats are taking action to #LowerDrugCosts.,People country have trouble pay prescription drug medication House Democrats take action lowerdrugcost,767,#LowerDrugCosts,<UNK>,TeamPelosi,1
498,498,1204534836863610880,2019-12-10 22:54:18+00:00,"From repealing ‘Don’t Ask, Don’t Tell” to passing the hate crimes prevention bill and Equality Act, we have made much-needed progress toward ending discrimination against the LGBTQ community. And with the support of @AliceLGBTDems, we will achieve more! -NP #CA12 #TeamPelosi",repeal tell pass hate crime prevention bill Equality need progress end discrimination LGBTQ community support @alicelgbtdems achieve ca12 TeamPelosi,555,#CA12 #TeamPelosi,@alicelgbtdems,TeamPelosi,5
499,499,1204523396450656257,2019-12-10 22:08:51+00:00,"Women marched. Women ran. Women won. And now, they're being elected to serve in key positions. @KathyHochul, congratulations on being elected Chair of @DemocraticLGs -- first ever woman to do so! Your leadership will be instrumental in 2020 and beyond. -NP #WomenSucceed",woman march woman woman elect serve position @kathyhochul congratulation elect Chair @democraticlgs woman leadership instrumental 2020 WomenSucceed,228,#WomenSucceed,@KathyHochul @DemocraticLGs,TeamPelosi,4
500,500,1204456898935840769,2019-12-10 17:44:37+00:00,#GetCovered!👇🔥📺,GetCovered!:backhand_index_pointing_down::fire::television,213,#GetCovered,<UNK>,TeamPelosi,0
501,501,1204451842232668160,2019-12-10 17:24:31+00:00,We would be delinquent in our duties if we failed to #DefendOurDemocracy and Constitution. This is about patriotism. This is about the future of our country.,delinquent duty fail defendourdemocracy Constitution patriotism future country,2047,#DefendOurDemocracy,<UNK>,TeamPelosi,1
502,502,1204413803464577025,2019-12-10 14:53:22+00:00,🔥🔥,fire::fire,215,<UNK>,<UNK>,TeamPelosi,0
503,503,1204402813809373184,2019-12-10 14:09:42+00:00,"Why do voters across the country want the blue wave to continue? Because they see House Democrats keeping our campaign promises and working hard #ForThePeople. Republicans, on the other hand, are refusing to #LowerDrugCosts and honor their oath.",voter country want blue wave continue House Democrats keep campaign promise work hard ForThePeople Republicans hand refuse lowerdrugcost honor oath,2608,#ForThePeople #LowerDrugCosts,<UNK>,TeamPelosi,1
504,504,1203405547594223621,2019-12-07 20:06:55+00:00,"From fighting for the dignity of our Dreamers to affordable housing -- from combating the climate crisis to improving our children's education, I will continue to uphold our values. Thank you, @SFYD, for your strong support. -NP #CA12 #TeamPelosi",fight dignity dreamer affordable housing combat climate crisis improve child education continue uphold value thank @SFYD strong support ca12 TeamPelosi,278,#CA12 #TeamPelosi,@SFYD,TeamPelosi,6
505,505,1203013515302363136,2019-12-06 18:09:07+00:00,"✅Provide equal pay for equal work and raise the minimum wage for our workers. ✅Expand and stand up for human rights, immigrant rights, LGBTQ rights -- and now, voting rights. Sen. McConnell, the people's priorities cannot be ignored.",white_heavy_check_mark provide equal equal work raise minimum wage worker white_heavy_check_mark expand stand human right immigrant right LGBTQ right voting right Sen. McConnell people priority ignore,1408,<UNK>,<UNK>,TeamPelosi,6
506,506,1203013513171677184,2019-12-06 18:09:07+00:00,Why is Mitch McConnell *refusing* to: ✅Strengthen health care and protect people with pre-existing conditions. ✅Fight to lower drug costs. ✅Preserve the integrity of our elections and secure our communities from gun violence.,Mitch McConnell refuse white_heavy_check_mark strengthen health care protect people existing condition white_heavy_check_mark fight lower drug cost white_heavy_check_mark preserve integrity election secure community violence,8356,<UNK>,<UNK>,TeamPelosi,6
507,507,1202797062401744897,2019-12-06 03:49:01+00:00,"To our dear veterans: We reaffirm our bedrock promise that just as the military leaves no one behind on the battlefield, we will leave no veteran behind when they return home. That's why we continue to take action for our brave heroes. #PelosiTownHall 👇",dear veteran reaffirm bedrock promise military leave battlefield leave veteran return home continue action brave hero pelositownhall backhand_index_pointing_down,1192,#PelosiTownHall,<UNK>,TeamPelosi,4
508,508,1202793673009893377,2019-12-06 03:35:33+00:00,Everything we do is for our children. And we have a lot of work to do. #PelosiTownHall,child work PelosiTownHall,372,#PelosiTownHall,<UNK>,TeamPelosi,6
509,509,1202783162859954176,2019-12-06 02:53:47+00:00,🔥She's not here on a timetable; she's here on a mission -- to improve the lives of the American people and our children's future.🔥 #PelosiTownHall,fire timetable mission improve life american people child future.:fire PelosiTownHall,513,#PelosiTownHall,<UNK>,TeamPelosi,6
510,510,1202782753349083136,2019-12-06 02:52:09+00:00,Reminder: Republicans *still* want to obliterate our health care and the protections of people with pre-existing conditions. We *need* to remain united against these assaults. #PelosiTownHall,reminder Republicans want obliterate health care protection people existing condition need remain united assault PelosiTownHall,1290,#PelosiTownHall,<UNK>,TeamPelosi,6
511,511,1202781954497818624,2019-12-06 02:48:59+00:00,"FACT: More than 280 days ago, House Democrats took action to #EndGunViolence. Mitch McConnell has deliberately refused to act. Since then, 25,000 people have died. Americans want action *now*. #PelosiTownHall","FACT day House Democrats take action endgunviolence Mitch McConnell deliberately refuse 25,000 people die Americans want action PelosiTownHall",2769,#EndGunViolence #PelosiTownHall,<UNK>,TeamPelosi,5
512,512,1202777875197366272,2019-12-06 02:32:46+00:00,Yup.,,315,<UNK>,<UNK>,TeamPelosi,-1
513,513,1202776478129311744,2019-12-06 02:27:13+00:00,"At the end of the day, all roads lead to Putin. #PelosiTownHall We must defend our democracy and elections.",road lead Putin PelosiTownHall defend democracy election,4341,#PelosiTownHall,<UNK>,TeamPelosi,1
514,514,1202775361819418624,2019-12-06 02:22:47+00:00,Our democracy is in danger. Trump is shredding our Constitution & doing Putin’s bidding. Know that he couldn’t be doing it w/o Republicans enabling his abuses of power instead of working w/ Democrats to #DefendOurDemocracy. We must defeat them *all* next year! #PelosiTownHall,democracy danger Trump shred Constitution Putin bidding know Republicans enable abuse power instead work Democrats defendourdemocracy defeat year PelosiTownHall,2075,#DefendOurDemocracy #PelosiTownHall,<UNK>,TeamPelosi,1
515,515,1202773924687290369,2019-12-06 02:17:04+00:00,😍😍😍,smiling_face_with_heart eyes::smiling_face_with_heart eyes::smiling_face_with_heart eye,0,<UNK>,<UNK>,TeamPelosi,1
516,516,1202773746022539264,2019-12-06 02:16:22+00:00,"Republicans in Washington have failed to honor their oath of office. If they can’t join Democrats to #DefendOurDemocracy, they need to lose at the ballot box! #PelosiTownHall",Republicans Washington fail honor oath office join Democrats defendourdemocracy need lose ballot PelosiTownHall,2669,#DefendOurDemocracy #PelosiTownHall,<UNK>,TeamPelosi,1
517,517,1202772991488212993,2019-12-06 02:13:22+00:00,His reckless decision – to force a foreign power to announce the investigation of his political rival in exchange for a vital White House meeting and military aid – is a betrayal of our Constitution and everything our Founders fought for. #PelosiTownHall,reckless decision force foreign power announce investigation political rival exchange vital White House meeting military betrayal Constitution founder fight PelosiTownHall,478,#PelosiTownHall,<UNK>,TeamPelosi,1
518,518,1202772272555147264,2019-12-06 02:10:30+00:00,Our Founders left us a precious legacy – a republic founded on checks and balances across 3 co-equal branches of government sharing the responsibility to uphold our Constitution and #DefendOurDemocracy. Our next election determines if we get to keep our republic. #PelosiTownHall,Founders leave precious legacy republic found check balance equal branch government share responsibility uphold Constitution defendourdemocracy election determine republic PelosiTownHall,865,#DefendOurDemocracy #PelosiTownHall,<UNK>,TeamPelosi,1
519,519,1202771853607084032,2019-12-06 02:08:50+00:00,We all pray for the him. Understand this: the current occupant of the White House is always projecting. That's what he does. #PelosiTownHall,pray understand current occupant White House project PelosiTownHall,1161,#PelosiTownHall,<UNK>,TeamPelosi,1
520,520,1202771310620921856,2019-12-06 02:06:41+00:00,#DontMessWithNancy Don't.,DontMessWithNancy,343,#DontMessWithNancy,<UNK>,TeamPelosi,0
521,521,1202770388868116480,2019-12-06 02:03:01+00:00,It's simple: Trump is *not* king. No one is above the law. #PelosiTownHall,simple trump king PelosiTownHall,1110,#PelosiTownHall,<UNK>,TeamPelosi,1
522,522,1202755532110602241,2019-12-06 01:03:59+00:00,"DON'T MISS IT: In less than one hour, Nancy takes the stage at the #PelosiTownHall. Before then, she wants to hear from you, the VIPs - Volunteers In Politics! 👇📺",don't MISS hour Nancy take stage pelositownhall want hear vip volunteer Politics backhand_index_pointing_down::television,518,#PelosiTownHall,<UNK>,TeamPelosi,0
523,523,1202733602338988032,2019-12-05 23:36:51+00:00,Happening in less than 3 hours! #PelosiTownHall,happen hour PelosiTownHall,126,#PelosiTownHall,<UNK>,TeamPelosi,1
524,524,1202655863925817345,2019-12-05 18:27:56+00:00,"We take an oath to defend our Constitution – not the president. If Republicans in Washington don’t #DefendOurDemocracy by holding him accountable – they need to go, right along with him!",oath defend Constitution president Republicans Washington defendourdemocracy hold accountable need right,1832,#DefendOurDemocracy,<UNK>,TeamPelosi,1
525,525,1202574730953416705,2019-12-05 13:05:33+00:00,🎥TUNE IN: Nancy will participate in a @CNN town hall with @JakeTapper TONIGHT at 9 p.m. ET.,movie_camera TUNE Nancy participate @CNN town hall @JakeTapper TONIGHT p.m.,200,<UNK>,@CNN @jaketapper,TeamPelosi,4
526,526,1202245245162930177,2019-12-04 15:16:17+00:00,"Republicans in Washington may be plotting to obliterate the Affordable Care Act and its key benefits, but it will not stop people like @lpackard who are fighting to #ProtectOurCare. Make sure to #GetCovered at http://HealthCare.gov!",Republicans Washington plot obliterate Affordable Care benefit stop people like @lpackard fight protectourcare sure GetCovered,403,#ProtectOurCare #GetCovered,@lpackard,TeamPelosi,6
527,527,1202017440907059200,2019-12-04 00:11:04+00:00,"California has a fighter in Sen. @KamalaHarris who, on the presidential campaign trail, underscored her commitment to our values, democracy &amp; positive change #ForThePeople. Kamala, I look forward to continue working w/ you for the progress of our great state &amp; country. -NP",California fighter Sen. @KamalaHarris presidential campaign trail underscore commitment value democracy positive change ForThePeople Kamala look forward continue work progress great state country,1566,#ForThePeople,@KamalaHarris,TeamPelosi,6
